Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Population Type,location,urbanRural,accommodationType,Female 0-4,Female 5-11,Female 12-17,Female 18-59,Female 60 or more,Female Unknown,Female Total,Male 0-4,Male 5-11,Male 12-17,Male 18-59,Male 60 or more,Male Unknown,Male Total,Total
2011,AFG,AFG,Afghanistan,Afghanistan,RET,Kunduz : Wilayat - Province,R,U,470,591,309,1022,38,0,2430,494,634,337,987,86,0,2538,4968
2011,AFG,AFG,Afghanistan,Afghanistan,RET,Laghman : Wilayat - Province,R,U,337,324,196,508,26,0,1391,294,330,178,512,26,0,1340,2731
2011,AFG,AFG,Afghanistan,Afghanistan,RET,Logar : Wilayat - Province,R,U,149,162,100,291,19,0,721,163,188,136,232,25,0,744,1465
2011,AFG,AFG,Afghanistan,Afghanistan,RET,Nangarhar : Wilayat - Province,U,U,1192,1338,840,2130,105,0,5605,1254,1408,799,2020,184,0,5665,11270
2011,AFG,AFG,Afghanistan,Afghanistan,RET,Nimroz : Wilayat - Province,R,U,13,22,16,44,0,0,95,25,23,20,32,6,0,106,201
2011,AFG,AFG,Afghanistan,Afghanistan,RET,Nuristan : Wilayat - Province,R,U,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5
2011,AFG,AFG,Afghanistan,Afghanistan,RET,Paktika : Wilayat - Province,R,U,11,17,10,17,0,0,55,6,14,8,13,0,0,41,96
2011,AFG,AFG,Afghanistan,Afghanistan,RET,Paktya : Wilayat - Province,R,U,203,252,169,440,30,0,1094,226,263,166,322,58,0,1035,2129
2011,AFG,AFG,Afghanistan,Afghanistan,RET,Panjsher : Wilayat - Province,R,U,13,19,16,34,0,0,82,10,19,15,34,0,0,78,160
2011,AFG,AFG,Afghanistan,Afghanistan,RET,Parwan : Wilayat - Province,R,U,148,194,130,379,14,0,865,170,191,145,368,32,0,906,1771
2011,AFG,AFG,Afghanistan,Afghanistan,RET,Samangan : Wilayat - Province,R,U,24,39,24,56,8,0,151,22,38,25,48,6,0,139,290
2011,AFG,AFG,Afghanistan,Afghanistan,RET,Sari Pul : Wilayat - Province,R,U,54,63,57,164,16,0,354,54,82,52,167,22,0,377,731
2011,AFG,AFG,Afghanistan,Afghanistan,RET,Takhar : Wilayat - Province,R,U,71,97,62,177,12,0,419,97,98,57,175,15,0,442,861
2011,AFG,AFG,Afghanistan,Afghanistan,RET,Uruzgan : Wilayat - Province,R,U,5,5,5,12,0,0,27,6,0,5,18,0,0,29,56
2011,AFG,AFG,Afghanistan,Afghanistan,RET,Wardak : Wilayat - Province,R,U,38,34,34,102,0,0,208,42,68,37,86,5,0,238,446
2011,AFG,AFG,Afghanistan,Afghanistan,RET,Zabul : Wilayat - Province,R,U,26,45,15,53,0,0,139,24,51,26,59,8,0,168,307
2011,IRN,AFG,Iran (Islamic Republic of),Afghanistan,ASY,Hirat : Wilayat - Province,R,U,0,0,6,6,0,0,12,0,7,0,6,0,0,13,25
2011,IRN,AFG,Iran (Islamic Republic of),Afghanistan,REF,Hirat : Wilayat - Province,R,U,0,0,7,8,0,0,15,0,5,5,9,0,0,19,34
2011,IRQ,AFG,Iraq,Afghanistan,REF,Kabul : Wilayat - Province,R,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2011,PAK,AFG,Pakistan,Afghanistan,ASY,Kabul : Wilayat - Province,R,U,0,0,5,8,0,0,13,0,8,0,6,0,0,14,27
2011,PAK,AFG,Pakistan,Afghanistan,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2943
2011,PAK,AFG,Pakistan,Afghanistan,REF,Kunar : Wilayat - Province,R,U,0,0,5,0,0,0,5,0,0,5,0,0,0,5,10
2011,PAK,AFG,Pakistan,Afghanistan,REF,Paktya : Wilayat - Province,R,U,0,5,0,6,0,0,11,0,8,0,0,0,0,8,19
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Badakhshan : Wilayat - Province,R,I,0,14,16,37,0,0,67,0,15,17,38,5,0,75,142
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Badghis : Wilayat - Province,U,S,74,810,853,2004,140,0,3881,75,840,921,2278,206,0,4320,8201
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Baghlan : Wilayat - Province,U,S,12,130,138,321,21,0,622,12,135,147,365,33,0,692,1314
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Balkh : Wilayat - Province,U,I,82,899,947,2224,154,0,4306,83,933,1021,2528,228,0,4793,9099
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Farah : Wilayat - Province,V,I,78,860,906,2128,150,0,4122,80,893,976,2420,218,0,4587,8709
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Faryab : Wilayat - Province,U,S,194,2134,2248,5279,368,0,10223,198,2214,2425,6002,542,0,11381,21604
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Ghazni : Wilayat - Province,R,I,199,2188,2305,5413,377,0,10482,204,2271,2487,6154,554,0,11670,22152
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Ghor : Wilayat - Province,U,S,206,2266,2388,5605,391,0,10856,210,2351,2574,6372,574,0,12081,22937
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Hilmand : Wilayat - Province,U,S,534,5876,6189,14535,1014,0,28148,545,6097,6676,16524,1488,0,31330,59478
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Hirat : Wilayat - Province,U,S,844,9294,9789,22989,1604,0,44520,862,9642,10560,26135,2354,0,49553,94073
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Jawzjan : Wilayat - Province,R,I,79,871,918,2155,149,0,4172,81,904,990,2450,221,0,4646,8818
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Kabul : Wilayat - Province,U,I,22,242,255,600,43,0,1162,22,252,275,682,61,0,1292,2454
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Kandahar : Wilayat - Province,U,I,414,4552,4795,11259,784,0,21804,422,4723,5172,12800,1153,0,24270,46074
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Kapisa : Wilayat - Province,U,I,35,385,406,953,66,0,1845,36,400,438,1083,98,0,2055,3900
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Khost : Wilayat - Province,R,I,54,596,628,1473,101,0,2852,55,618,677,1675,151,0,3176,6028
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Kunar : Wilayat - Province,R,I,193,2128,2241,5264,367,0,10193,197,2208,2418,5984,539,0,11346,21539
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Kunduz : Wilayat - Province,R,I,19,205,216,508,35,0,983,20,213,233,578,52,0,1096,2079
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Laghman : Wilayat - Province,U,I,51,559,588,1382,95,0,2675,52,580,635,1571,142,0,2980,5655
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Logar : Wilayat - Province,R,I,68,749,789,1852,128,0,3586,69,777,851,2105,190,0,3992,7578
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Nangarhar : Wilayat - Province,V,I,617,6796,7158,16809,1172,0,32552,631,7051,7721,19110,1721,0,36234,68786
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Nimroz : Wilayat - Province,R,I,5,47,50,119,9,0,230,5,49,54,135,12,0,255,485
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Nuristan : Wilayat - Province,R,I,40,446,470,1103,76,0,2135,41,463,507,1254,113,0,2378,4513
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Paktika : Wilayat - Province,U,S,29,320,337,791,55,0,1532,30,332,363,899,81,0,1705,3237
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Paktya : Wilayat - Province,U,S,16,180,189,444,32,0,861,17,186,204,505,45,0,957,1818
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Panjsher : Wilayat - Province,U,I,0,24,25,57,5,0,111,0,25,27,65,6,0,123,234
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Parwan : Wilayat - Province,U,I,27,296,312,733,51,0,1419,28,308,337,833,75,0,1581,3000
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Samangan : Wilayat - Province,V,I,5,44,47,110,7,0,213,5,45,51,125,11,0,237,450
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Sari Pul : Wilayat - Province,U,I,93,1028,1083,2542,179,0,4925,95,1066,1168,2890,260,0,5479,10404
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Takhar : Wilayat - Province,U,S,5,41,45,105,7,0,203,5,43,48,119,11,0,226,429
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Uruzgan : Wilayat - Province,U,I,183,2016,2123,4986,348,0,9656,187,2092,2290,5669,511,0,10749,20405
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Wardak : Wilayat - Province,R,I,70,771,812,1907,130,0,3690,72,800,876,2167,195,0,4110,7800
2012,AFG,AFG,Afghanistan,Afghanistan,IDP,Zabul : Wilayat - Province,U,I,116,1275,1343,3153,219,0,6106,118,1323,1448,3585,323,0,6797,12903
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Badakhshan : Wilayat - Province,U,I,29,102,55,154,8,0,348,30,100,107,773,19,0,1029,1377
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Badghis : Wilayat - Province,R,I,60,96,60,163,5,0,384,48,98,70,228,17,0,461,845
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Baghlan : Wilayat - Province,R,I,1009,2242,1348,3648,189,0,8436,1092,2291,1458,3761,371,0,8973,17409
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Balkh : Wilayat - Province,R,I,888,1732,1047,3267,219,0,7153,915,1766,1140,3358,350,0,7529,14682
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Bamyan : Wilayat - Province,R,I,86,144,116,419,33,0,798,59,165,136,488,50,0,898,1696
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Day Kundi : Wilayat - Province,R,I,57,307,142,441,23,0,970,54,280,190,449,42,0,1015,1985
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Dispersed in the country / territory,V,I,0,0,0,660,0,0,660,0,0,0,3323,0,0,3323,3983
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Farah : Wilayat - Province,R,I,200,291,218,474,32,0,1215,203,325,207,453,42,0,1230,2445
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Faryab : Wilayat - Province,R,I,482,1016,633,1994,129,0,4254,535,1074,599,2129,248,0,4585,8839
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Ghazni : Wilayat - Province,R,I,683,2975,932,2982,177,0,7749,646,3223,1124,3191,314,0,8498,16247
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Ghor : Wilayat - Province,R,I,5,15,25,40,5,0,90,8,25,19,110,11,0,173,263
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Hilmand : Wilayat - Province,R,I,786,1744,838,2156,135,0,5659,802,1838,1062,2201,240,0,6143,11802
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Hirat : Wilayat - Province,U,I,592,935,872,3089,150,0,5638,716,1017,758,4103,257,0,6851,12489
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Jawzjan : Wilayat - Province,R,I,1076,2239,1444,5289,412,0,10460,1058,2360,1492,5329,610,0,10849,21309
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Kabul : Wilayat - Province,U,I,5779,13292,9330,26811,1271,0,56483,6052,14021,10206,25406,2222,0,57907,114390
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Kandahar : Wilayat - Province,U,I,1874,5617,2206,6116,380,0,16193,1880,5833,2835,6228,530,0,17306,33499
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Kapisa : Wilayat - Province,R,I,170,360,254,629,24,0,1437,175,365,257,628,53,0,1478,2915
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Khost : Wilayat - Province,R,I,284,634,398,1071,78,0,2465,318,710,526,981,132,0,2667,5132
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Kunar : Wilayat - Province,R,I,2740,6873,4054,9640,409,0,23716,2737,7308,4482,9711,791,0,25029,48745
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Kunduz : Wilayat - Province,R,I,3119,6792,3605,9936,438,0,23890,3312,7166,3931,9908,778,0,25095,48985
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Laghman : Wilayat - Province,R,I,2870,7899,4575,11063,470,0,26877,2749,8105,5182,10988,849,0,27873,54750
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Logar : Wilayat - Province,R,I,1253,3194,2113,5242,249,0,12051,1328,3382,2231,4589,486,0,12016,24067
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Nangarhar : Wilayat - Province,U,I,16320,57188,30619,73189,3545,0,180861,16440,58911,33599,72118,5430,0,186498,367359
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Nimroz : Wilayat - Province,R,I,20,43,36,87,8,0,194,38,52,30,116,14,0,250,444
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Nuristan : Wilayat - Province,R,I,13,35,14,48,0,0,110,10,26,20,47,5,0,108,218
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Paktika : Wilayat - Province,R,I,53,270,124,308,15,0,770,56,313,140,332,20,0,861,1631
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Paktya : Wilayat - Province,R,I,1174,2713,1714,4506,234,0,10341,1295,2657,1963,3676,475,0,10066,20407
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Panjsher : Wilayat - Province,R,I,26,64,55,139,6,0,290,27,66,57,154,10,0,314,604
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Parwan : Wilayat - Province,R,I,568,1247,842,2262,87,0,5006,593,1329,906,2411,172,0,5411,10417
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Samangan : Wilayat - Province,R,I,202,445,232,644,39,0,1562,187,430,250,643,58,0,1568,3130
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Sari Pul : Wilayat - Province,R,I,418,890,560,1529,117,0,3514,471,978,648,1577,185,0,3859,7373
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Takhar : Wilayat - Province,R,I,625,1231,676,1800,82,0,4414,630,1290,719,2201,169,0,5009,9423
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Uruzgan : Wilayat - Province,R,I,80,263,114,294,18,0,769,60,261,119,295,26,0,761,1530
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Wardak : Wilayat - Province,R,I,261,610,511,1488,49,0,2919,247,658,537,1392,134,0,2968,5887
2012,AFG,AFG,Afghanistan,Afghanistan,OOC,Zabul : Wilayat - Province,R,I,169,517,194,572,28,0,1480,174,549,256,572,68,0,1619,3099
2012,AFG,AFG,Afghanistan,Afghanistan,RDP,Kabul : Wilayat - Province,V,I,5,55,57,135,9,0,261,5,57,62,151,16,0,291,552
2012,AFG,AFG,Afghanistan,Afghanistan,RDP,Kandahar : Wilayat - Province,V,I,0,0,9,12,0,0,21,0,5,6,13,0,0,24,45
2012,AFG,AFG,Afghanistan,Afghanistan,RDP,Kapisa : Wilayat - Province,V,I,117,1286,1356,3183,222,0,6164,119,1335,1462,3620,326,0,6862,13026
2012,AFG,AFG,Afghanistan,Afghanistan,RDP,Kunar : Wilayat - Province,V,I,31,336,369,832,58,0,1626,31,349,382,932,85,0,1779,3405
2012,AFG,AFG,Afghanistan,Afghanistan,RDP,Nangarhar : Wilayat - Province,V,I,13,139,146,349,24,0,671,13,144,158,385,35,0,735,1406
2012,AFG,AFG,Afghanistan,Afghanistan,RDP,Samangan : Wilayat - Province,V,I,0,15,17,36,5,0,73,0,16,19,43,5,0,83,156
2012,AFG,AFG,Afghanistan,Afghanistan,RDP,Sari Pul : Wilayat - Province,V,I,0,25,26,57,5,0,113,0,26,28,66,7,0,127,240
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Badakhshan : Wilayat - Province,R,I,9,15,8,27,0,0,59,5,13,8,30,5,0,61,120
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Badghis : Wilayat - Province,R,I,7,0,9,8,0,0,24,0,5,0,18,0,0,23,47
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Baghlan : Wilayat - Province,R,I,431,530,311,875,33,0,2180,422,503,319,773,84,0,2101,4281
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Balkh : Wilayat - Province,U,I,350,406,283,922,57,0,2018,371,404,304,752,91,0,1922,3940
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Bamyan : Wilayat - Province,R,I,14,26,19,63,5,0,127,14,27,12,51,7,0,111,238
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Day Kundi : Wilayat - Province,R,I,6,6,5,22,0,0,39,11,11,7,20,0,0,49,88
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Dispersed in the country / territory,U,I,214,62,20,58,7,0,361,218,71,15,31,0,0,335,696
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4053
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Farah : Wilayat - Province,R,I,84,108,110,263,8,0,573,98,144,85,242,13,0,582,1155
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Faryab : Wilayat - Province,R,I,65,95,76,183,5,0,424,67,108,62,156,27,0,420,844
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Ghazni : Wilayat - Province,R,I,45,63,45,156,16,0,325,62,92,44,147,27,0,372,697
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Ghor : Wilayat - Province,R,I,0,0,8,7,0,0,15,0,9,0,9,5,0,23,38
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Hilmand : Wilayat - Province,R,I,276,326,184,474,36,0,1296,266,326,221,431,71,0,1315,2611
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Hirat : Wilayat - Province,U,I,279,350,313,1173,57,0,2172,263,381,302,1053,82,0,2081,4253
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Jawzjan : Wilayat - Province,R,I,153,169,106,342,27,0,797,156,179,105,297,41,0,778,1575
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Kabul : Wilayat - Province,U,I,1034,1399,1087,3438,161,0,7119,1054,1399,1062,2897,293,0,6705,13824
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Kandahar : Wilayat - Province,U,I,355,530,292,776,40,0,1993,374,576,355,796,86,0,2187,4180
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Kapisa : Wilayat - Province,R,I,30,55,39,118,6,0,248,35,58,38,110,11,0,252,500
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Khost : Wilayat - Province,R,I,87,83,74,191,16,0,451,63,106,67,127,19,0,382,833
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Kunar : Wilayat - Province,R,I,808,836,526,1323,70,0,3563,829,906,666,1274,149,0,3824,7387
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Kunduz : Wilayat - Province,R,I,975,1131,629,1844,110,0,4689,1068,1168,726,1741,192,0,4895,9584
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Laghman : Wilayat - Province,R,I,423,523,266,790,33,0,2035,483,512,300,686,72,0,2053,4088
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Logar : Wilayat - Province,R,I,311,352,230,578,29,0,1500,340,369,223,517,58,0,1507,3007
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Nangarhar : Wilayat - Province,U,I,2371,2399,1697,4081,225,0,10773,2347,2569,1815,3463,413,0,10607,21380
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Nimroz : Wilayat - Province,R,I,7,9,10,21,0,0,47,12,16,13,23,0,0,64,111
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Nuristan : Wilayat - Province,R,I,24,32,27,38,0,0,121,26,36,22,42,0,0,126,247
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Paktika : Wilayat - Province,R,I,5,8,0,15,0,0,28,6,7,6,10,5,0,34,62
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Paktya : Wilayat - Province,R,I,316,340,242,657,42,0,1597,297,359,288,465,74,0,1483,3080
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Panjsher : Wilayat - Province,R,I,14,12,18,43,0,0,87,10,20,15,32,5,0,82,169
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Parwan : Wilayat - Province,R,I,123,170,131,364,14,0,802,130,177,144,340,25,0,816,1618
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Samangan : Wilayat - Province,R,I,49,50,36,90,6,0,231,33,44,26,79,12,0,194,425
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Sari Pul : Wilayat - Province,R,I,107,119,110,225,14,0,575,91,123,103,214,28,0,559,1134
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Takhar : Wilayat - Province,R,I,138,161,107,290,18,0,714,142,169,106,295,35,0,747,1461
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Uruzgan : Wilayat - Province,R,I,0,5,5,10,0,0,20,0,8,5,13,0,0,26,46
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Wardak : Wilayat - Province,R,I,45,67,44,145,5,0,306,46,63,44,111,13,0,277,583
2012,AFG,AFG,Afghanistan,Afghanistan,RET,Zabul : Wilayat - Province,R,I,17,30,21,46,5,0,119,22,27,27,48,13,0,137,256
2012,IRN,AFG,Iran (Islamic Republic of),Afghanistan,ASY,Hirat : Wilayat - Province,U,I,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
2012,IRN,AFG,Iran (Islamic Republic of),Afghanistan,ASY,Kabul : Wilayat - Province,U,I,0,0,0,0,0,0,0,0,0,7,0,0,0,7,7
2012,IRN,AFG,Iran (Islamic Republic of),Afghanistan,REF,Hirat : Wilayat - Province,U,I,0,0,0,10,0,0,10,0,0,5,10,0,0,15,25
2012,IRN,AFG,Iran (Islamic Republic of),Afghanistan,REF,Kabul : Wilayat - Province,U,I,0,0,0,6,0,0,6,0,0,6,0,0,0,6,12
2012,PAK,AFG,Pakistan,Afghanistan,ASY,Kabul : Wilayat - Province,U,I,0,7,5,8,0,0,20,0,5,12,0,0,0,17,37
2012,PAK,AFG,Pakistan,Afghanistan,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16112
2012,PAK,AFG,Pakistan,Afghanistan,REF,Kunar : Wilayat - Province,R,I,0,8,0,0,0,0,8,0,7,0,0,0,0,7,15
2012,PAK,AFG,Pakistan,Afghanistan,REF,Nangarhar : Wilayat - Province,R,I,0,8,0,0,0,0,8,0,6,0,0,0,0,6,14
2012,PAK,AFG,Pakistan,Afghanistan,REF,Paktya : Wilayat - Province,R,I,0,6,0,0,0,0,6,0,0,0,0,0,0,0,6
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Badakhshan : Wilayat - Province,R,I,173,258,181,575,28,0,1215,178,254,189,512,48,0,1181,2396
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Badghis : Wilayat - Province,R,S,1065,1583,1109,3528,174,0,7459,1092,1557,1163,3140,296,0,7248,14707
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Baghlan : Wilayat - Province,R,S,100,148,104,330,16,0,698,102,146,109,293,28,0,678,1376
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Balkh : Wilayat - Province,U,I,784,1166,817,2599,128,0,5494,804,1146,856,2314,218,0,5338,10832
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Farah : Wilayat - Province,R,I,836,1243,871,2771,137,0,5858,858,1222,913,2465,233,0,5691,11549
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Faryab : Wilayat - Province,R,S,2989,4445,3113,9906,489,0,20942,3066,4370,3265,8815,832,0,20348,41290
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Ghazni : Wilayat - Province,R,I,1603,2385,1670,5314,262,0,11234,1645,2345,1751,4731,446,0,10918,22152
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Ghor : Wilayat - Province,R,S,2285,3398,2380,7573,374,0,16010,2344,3341,2496,6740,636,0,15557,31567
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Hilmand : Wilayat - Province,R,S,7492,11141,7804,24830,1225,0,52492,7686,10954,8183,22099,2085,0,51007,103499
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Hirat : Wilayat - Province,U,S,7984,11874,8317,26462,1306,0,55943,8192,11674,8721,23550,2222,0,54359,110302
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Jawzjan : Wilayat - Province,R,I,807,1200,841,2675,132,0,5655,828,1180,882,2380,225,0,5495,11150
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Kabul : Wilayat - Province,U,I,1081,1607,1126,3581,177,0,7572,1109,1580,1180,3186,301,0,7356,14928
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Kandahar : Wilayat - Province,U,I,3374,5018,3515,11184,552,0,23643,3462,4934,3686,9956,939,0,22977,46620
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Kapisa : Wilayat - Province,R,I,282,420,294,936,46,0,1978,290,413,308,832,79,0,1922,3900
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Khost : Wilayat - Province,R,I,728,1082,758,2412,119,0,5099,747,1064,795,2147,203,0,4956,10055
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Kunar : Wilayat - Province,R,I,1736,2582,1808,5754,284,0,12164,1781,2539,1896,5122,483,0,11821,23985
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Kunduz : Wilayat - Province,R,I,245,364,255,811,40,0,1715,251,358,267,723,68,0,1667,3382
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Laghman : Wilayat - Province,R,I,418,621,435,1384,68,0,2926,429,611,456,1233,116,0,2845,5771
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Logar : Wilayat - Province,R,I,552,820,575,1828,90,0,3865,566,807,602,1626,154,0,3755,7620
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Nangarhar : Wilayat - Province,U,I,5724,8512,5962,18970,936,0,40104,5872,8369,6252,16883,1593,0,38969,79073
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Nimroz : Wilayat - Province,R,I,35,52,37,116,6,0,246,36,51,38,104,10,0,239,485
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Nuristan : Wilayat - Province,R,I,367,546,382,1216,60,0,2571,376,537,401,1082,102,0,2498,5069
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Paktika : Wilayat - Province,R,S,433,644,451,1436,71,0,3035,444,633,473,1278,121,0,2949,5984
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Paktya : Wilayat - Province,R,S,92,137,96,305,15,0,645,94,135,101,271,26,0,627,1272
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Panjsher : Wilayat - Province,R,I,17,25,18,54,5,0,119,17,25,19,49,5,0,115,234
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Parwan : Wilayat - Province,R,I,217,323,226,720,36,0,1522,223,318,237,640,60,0,1478,3000
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Samangan : Wilayat - Province,R,I,33,48,34,108,5,0,228,33,48,36,96,9,0,222,450
2013,AFG,AFG,Afghanistan,Afghanistan,IDP,Sari Pul : Wilayat - Province,R,I,852,1267,887,2823,139,0,5968,874,1246,931,2513,237,0,5801,11769
